sp,lat,lon
"Pipile_cumanensis",-16.59803,-56.75267
"Pipile_cumanensis",-0.53249,-76.44583
"Pipile_cumanensis",-12.35518,-70.70577
"Pipile_cumanensis",-16.59087,-56.70896
"Pipile_cumanensis",-16.57025,-56.72402
"Pipile_cumanensis",-12.7837,-68.81343
"Pipile_cumanensis",-16.50325,-56.64615
"Pipile_cumanensis",-12.87022,-71.37566
"Pipile_cumanensis",-12.35503,-70.70291
"Pipile_cumanensis",-0.52347,-77.41986
"Pipile_cumanensis",-16.78421,-56.84402
"Pipile_cumanensis",-14.87545,-64.87495
"Pipile_cumanensis",-12.44428,-70.70425
"Pipile_cumanensis",-12.52373,-71.17862
"Pipile_cumanensis",-16.59326,-56.71429
"Pipile_cumanensis",-12.90159,-71.38521
"Pipile_cumanensis",-17.33342,-56.79065
"Pipile_cumanensis",-19.95264,-56.30441
"Pipile_cumanensis",-0.47363,-76.45956
"Pipile_cumanensis",-12.40472,-70.71548
"Pipile_cumanensis",-16.52662,-56.74293
"Pipile_cumanensis",-12.39647,-70.7017
"Pipile_cumanensis",-17.29922,-56.83813
"Pipile_cumanensis",-16.75811,-56.87723
"Pipile_cumanensis",-18.10519,-63.59835
"Pipile_cumanensis",-16.74967,-56.87911
"Pipile_cumanensis",-12.26422,-70.90955
"Pipile_cumanensis",-12.48468,-71.14853
"Pipile_cumanensis",-12.2865,-70.93421
"Pipile_cumanensis",-12.42664,-70.70467
"Pipile_cumanensis",-19.55567,-57.03861
"Pipile_cumanensis",-14.03295,-66.80799
"Pipile_cumanensis",-18.05448,-63.84155
"Pipile_cumanensis",-12.5749,-71.2
"Pipile_cumanensis",-12.78927,-71.39136
"Pipile_cumanensis",-12.86636,-71.38092
"Pipile_cumanensis",-21.15872,-56.4478
"Pipile_cumanensis",-14.55262,-67.69672
"Pipile_cumanensis",-18.9356,-57.66445
"Pipile_cumanensis",-12.91582,-69.12735
"Pipile_cumanensis",-12.87445,-71.36246
"Pipile_cumanensis",-19.44528,-57.07583
"Pipile_cumanensis",-16.32953,-56.64134
"Pipile_cumanensis",-12.75108,-71.37399
"Pipile_cumanensis",-12.43054,-70.67694
"Pipile_cumanensis",-13.13423,-69.61313
"Pipile_cumanensis",-14.57736,-67.6399
"Pipile_cumanensis",-14.13085,-66.79619
"Pipile_cumanensis",-20.0871,-56.61455
"Pipile_cumanensis",-3.74477,-70.31029
"Pipile_cumanensis",-12.61669,-70.39016
"Pipile_cumanensis",-13.14208,-69.60307
"Pipile_cumanensis",-13.12663,-69.61543
"Pipile_cumanensis",-17.3608,-56.76674
"Pipile_cumanensis",-1.73741,-51.45542
"Pipile_cumanensis",-14.72463,-64.94609
"Pipile_cumanensis",-0.4983,-76.37347
"Pipile_pipile",10.82211,-61.02653
"Pipile_pipile",10.74039,-61.31813
"Pipile_pipile",10.72589,-61.30654
"Pipile_pipile",10.8269,-61.05257
"Pipile_pipile",10.82848,-61.05197
"Pipile_pipile",10.82197,-61.04448
"Pipile_pipile",10.74615,-61.27124
"Pipile_pipile",10.83027,-61.04257
"Pipile_pipile",-19.57985,-57.02213
"Pipile_pipile",-19.57989,-56.99437
"Pipile_pipile",-20.09592,-55.96573
"Pipile_pipile",10.82196,-61.04455
"Pipile_pipile",10.73712,-61.2863
"Pipile_pipile",10.80169,-61.32869
"Pipile_pipile",10.75531,-61.04364
"Pipile_pipile",10.82218,-61.02322
"Pipile_pipile",10.89959,-61.11617
"Pipile_pipile",10.70345,-61.16638
"Pipile_pipile",10.73078,-61.29684
"Pipile_pipile",-1.95,-51.6
"Pipile_pipile",4.55889,-68.19778
"Pipile_pipile",-1.73,-65.87917
"Pipile_pipile",10.77935,-61.31513
"Pipile_pipile",10.76856,-61.32019
"Pipile_pipile",2.9714,-58.5936
"Pipile_pipile",2.97,-58.59
"Pipile_pipile",10.83019,-61.04854
"Pipile_pipile",4.058,-66.905
"Pipile_pipile",0.20958,-72.41531
"Pipile_pipile",5.2,-57.28
"Pipile_pipile",0.24833,-72.93472
"Pipile_pipile",0.24,-72.93389
"Pipile_pipile",1.42,-58.95
"Pipile_pipile",2.74222,-74.03778
"Pipile_pipile",-13,-69.083
"Pipile_pipile",-18.85,-58.683
"Pipile_pipile",-10,-56
"Pipile_pipile",39.75045,-104.9491
"Pipile_pipile",0.83,-66.17
"Pipile_pipile",0.85,-66.17
"Pipile_pipile",34.41138,-118.54009
"Pipile_pipile",-0.717,-77.133
"Pipile_pipile",-14.5,-56.7
"Pipile_pipile",-4.46667,-77.61667
"Chamaepetes_goudotii",5.47947,-75.89534
"Chamaepetes_goudotii",5.47892,-75.89535
"Chamaepetes_goudotii",11.10079,-74.07216
"Chamaepetes_goudotii",3.4977,-76.6273
"Chamaepetes_goudotii",5.12659,-75.44717
"Chamaepetes_goudotii",5.25507,-76.09363
"Chamaepetes_goudotii",4.72865,-75.57772
"Chamaepetes_goudotii",5.80666,-76.18155
"Chamaepetes_goudotii",11.11246,-74.06734
"Chamaepetes_goudotii",5.08043,-75.4129
"Chamaepetes_goudotii",-0.67696,-77.59884
"Chamaepetes_goudotii",11.11175,-74.05433
"Chamaepetes_goudotii",-0.68436,-77.60236
"Chamaepetes_goudotii",-0.05105,-78.77839
"Chamaepetes_goudotii",-4.08705,-78.95788
"Chamaepetes_goudotii",-4.29335,-78.65035
"Chamaepetes_goudotii",-0.58984,-77.88129
"Chamaepetes_goudotii",5.58413,-75.80069
"Chamaepetes_goudotii",11.09918,-74.07426
"Chamaepetes_goudotii",5.54012,-75.79639
"Chamaepetes_goudotii",-0.01592,-78.68121
"Chamaepetes_goudotii",11.11131,-74.05491
"Chamaepetes_goudotii",-9.69517,-76.08676
"Chamaepetes_goudotii",4.64932,-75.44809
"Chamaepetes_goudotii",4.88368,-75.15691
"Chamaepetes_goudotii",5.07333,-75.43792
"Chamaepetes_goudotii",3.30714,-75.97858
"Chamaepetes_goudotii",6.34038,-75.63413
"Chamaepetes_goudotii",3.5,-76.63333
"Chamaepetes_goudotii",4.64036,-75.47183
"Chamaepetes_goudotii",4.92037,-75.07941
"Chamaepetes_goudotii",0.36457,-78.48199
"Chamaepetes_goudotii",3.56923,-76.57774
"Chamaepetes_goudotii",5.24002,-76.10247
"Chamaepetes_goudotii",0.16123,-78.84698
"Chamaepetes_goudotii",5.17985,-76.11053
"Chamaepetes_goudotii",-5.67568,-77.77461
"Chamaepetes_goudotii",5.23038,-76.08375
"Chamaepetes_goudotii",3.5399,-76.6045
"Chamaepetes_goudotii",11.11179,-74.03824
"Chamaepetes_goudotii",-0.62295,-77.83813
"Chamaepetes_goudotii",6.98878,-75.12022
"Chamaepetes_goudotii",6.12475,-75.61272
"Chamaepetes_goudotii",4.72228,-75.57667
"Chamaepetes_goudotii",2.60561,-76.33713
"Chamaepetes_goudotii",1.07256,-76.90502
"Chamaepetes_goudotii",4.26239,-73.80045
"Chamaepetes_goudotii",3.56896,-76.57811
"Chamaepetes_goudotii",-5.67035,-77.75668
"Chamaepetes_goudotii",1.14173,-76.84512
"Chamaepetes_goudotii",4.86931,-75.17241
"Chamaepetes_goudotii",4.55464,-75.32239
"Chamaepetes_goudotii",6.43172,-76.09114
"Chamaepetes_goudotii",4.8741,-75.15219
"Chamaepetes_goudotii",3.56667,-76.58333
"Chamaepetes_goudotii",0.00859,-78.69729
"Chamaepetes_goudotii",6.87949,-75.13475
"Chamaepetes_goudotii",-0.06042,-78.78468
"Chamaepetes_goudotii",4.86897,-75.17378
"Chamaepetes_goudotii",5.23175,-76.08229
"Chamaepetes_goudotii",-6.07543,-76.9687
"Chamaepetes_goudotii",3.30919,-75.99303
"Chamaepetes_goudotii",5.12429,-75.4438
"Chamaepetes_goudotii",4.74149,-76.296
"Chamaepetes_goudotii",-0.60492,-77.88809
"Chamaepetes_goudotii",5.84244,-76.19757
"Chamaepetes_goudotii",4.88154,-75.1137
"Chamaepetes_goudotii",4.72852,-75.57794
"Chamaepetes_goudotii",6.11625,-75.54279
"Chamaepetes_goudotii",5.11074,-76.09717
"Chamaepetes_goudotii",-0.04922,-78.77682
"Chamaepetes_goudotii",1.14285,-76.70603
"Chamaepetes_goudotii",0.00725,-78.71086
"Chamaepetes_goudotii",1.23295,-76.7189
"Chamaepetes_goudotii",11.10742,-74.04863
"Chamaepetes_goudotii",-0.08144,-78.76878
"Chamaepetes_goudotii",0.00374,-78.69116
"Chamaepetes_goudotii",11.12782,-74.10334
"Chamaepetes_goudotii",4.60721,-74.32131
"Chamaepetes_goudotii",3.83891,-73.90975
"Chamaepetes_goudotii",11.09558,-74.078
"Chamaepetes_goudotii",4.56425,-76.18637
"Chamaepetes_goudotii",3.47847,-76.65298
"Chamaepetes_goudotii",-0.02515,-78.75798
"Chamaepetes_goudotii",5.0418,-75.44478
"Chamaepetes_goudotii",5.81028,-75.80047
"Chamaepetes_goudotii",11.09684,-74.07636
"Chamaepetes_goudotii",0.11838,-78.61205
"Chamaepetes_goudotii",6.98361,-75.08333
"Chamaepetes_goudotii",5.54098,-75.80103
"Chamaepetes_goudotii",-10.62194,-75.42548
"Chamaepetes_goudotii",0.03333,-78.86845
"Chamaepetes_goudotii",4.8071,-73.78213
"Chamaepetes_goudotii",3.53926,-76.60589
"Chamaepetes_goudotii",5.58048,-75.77744
"Chamaepetes_goudotii",-0.01691,-78.68768
"Chamaepetes_goudotii",1.66077,-76.564
"Chamaepetes_goudotii",-1.32653,-77.97115
"Chamaepetes_goudotii",3.32928,-76.65837
"Chamaepetes_goudotii",5.00498,-76.01854
"Chamaepetes_goudotii",3.33611,-76.66571
"Chamaepetes_goudotii",11.10822,-74.06393
"Chamaepetes_goudotii",3.33354,-76.66564
